"ID","Obra","Início","Término","Suporte","Categoria","Réplica?","Fonte","Instituição","País_Instituição","Nº _de_artistas","ID_artista_1","NomeArtista1","PaísNascimentoArtista1","PaísMorteArtista1","ID_artista_2","NomedoArtista2","PaísNascimentoArtista2","PaísMorteArtista2"
496,"Sky Chapel No. 1",1958,1959,"22 Painted wood boxes","NA","N","https://collections.stormking.org/Detail/objects/12","Storm King Art Center","EUA",1,4,"Louise Nevelson","Ucrânia","EUA",,,,
497,"Pain peint [Blue bread: favourite food for bluebirds]",1958,1958,"painted plaster `bread', metal scales","Sculpture","N","https://searchthecollection.nga.gov.au/object/33078?includeParts=true&keyword=Man%20Ray&searchIn=artistOrCulture&selectedFilters=%5B%7B%22label%22:%221800-1960%22,%22value%22:%7B%22from%22:1800,%22to%22:1960%7D,%22field%22:%22date%22%7D%5D","The National Gallery of Australia","Austrália",1,6,"Man Ray","EUA","França",,,,
498,"Head",1958,1958,"Wood box, nails, buttons, painted plaster, and painted synthetic resin mounted on ceramic dish","Sculpture","N","https://www.moma.org/collection/works/81255?classifications=10&date_begin=Pre-1850&date_end=1961&include_uncataloged_works=false&on_view=false&page=3&recent_acquisitions=false&with_images=true","MoMA","EUA",1,88,"Pablo Picasso","Espanha","França",,,,
499,"Fish Lurking",1958,1958,"Iron and steel","Sculpture","N","https://www.metmuseum.org/art/collection/search/490224","The Metropolitan Museum of Art","EUA",1,56,"Richard Stankiewicz","EUA","EUA",,,,
500,"Machine People",1958,1958,"Welded steel and brass","Sculpture","N","https://whitney.org/collection/works/9306","Whitney Museum of American Art","EUA",1,56,"Richard Stankiewicz","EUA","EUA",,,,
501,"Coca-Cola Plan",1958,1958,"Combine: graphite on paper, oil on three Coca-Cola bottles, wood newel cap, and cast metal wings on wood structure","NA","N","https://www.rauschenbergfoundation.org/art/artwork/coca-cola-plan","The Museum of Contemporary Art, Los Angeles","EUA",1,11,"Robert Rauschenberg","EUA","EUA",,,,
502,"Godret Stone",1958,1958,"NA","Sculpture","N","https://lesoeuvres.pinaultcollection.com/en/artwork/godret-stone-1958","Pinault Collection","Itália",1,122,"Seung-Taek Lee","Coreia do Sul","VIVO",,,,
503,"Godret Stone",1958,1958,"40 stones, 2 wooden bars and cord","Sculpture","N","https://www.tate.org.uk/art/artworks/lee-godret-stone-t13724","Tate Museum","Inglaterra",1,122,"Seung-Taek Lee","Coreia do Sul","VIVO",,,,
504,"Stadt Anzünder",1958,1959,"Picket with poster fragments, broom","Sculpture","N","https://www.mumok.at/en/online-collection/detail/stadt-anzuender-3644","MUMOK","Alemanha",1,65,"Wolf Vostell","Alemanha","Alemanha",,,,
505,"Reliquaire Ardent pour l'Organisatrice du Festin",1959,1959,"Wax bust, stone, metal, strass on wood plinth","NA","N","https://www.artnet.com/artists/adrien-dax/reliquaire-ardent-pour-lorganisatrice-du-festin-wt3xMS4UTmiLfHIxaonm_w2","NA","NA",1,34,"Adrien Dax","França","França",,,,
506,"Minuit juste",1959,1959,"Bois, porte-jarretelle, métal (partiellement détruit)","Assemblage or collage, poem-object, Poetry, Sculpture","N","https://www.andrebreton.fr/en/work/56600100359810?back_url=https%3A%2F%2Fwww.andrebreton.fr%2Fen%2Fview%3Fsubvid%3Dtsearch%26rql%3DAny%2520X%2520ORDERBY%2520FTIRANK%2528X%2529%2520DESC%2520WHERE%2520X%2520has_text%2520%2522%255C%2522Andre%252A%2520Breton%255C%2522%252A%2522%252C%2520X%2520is%2520Work%252C%2520X%2520in_category%2520A%252C%2520A%2520eid%25205805%26fname%3Dview%26__fromnavigation%3D1%26__start%3D60%26__stop%3D73&back_rql=Any%20X%20ORDERBY%20FTIRANK%28X%29%20DESC%20WHERE%20X%20has_text%20%22%5C%22Andre%2A%20Breton%5C%22%2A%22%2C%20X%20is%20Work%2C%20X%20in_category%20A%2C%20A%20eid%205805","Ateliê André Breton","França",1,27,"André Breton","França","França",,,,
507,"La Galvanisation",1959,1959,"Poème-objet avec scarabée et guêpière épinglés.","Assemblage or collage, organic items, Wall","N","https://www.andrebreton.fr/en/work/56600100972660?back_url=https%3A%2F%2Fwww.andrebreton.fr%2Fen%2Fview%3Fsubvid%3Dtsearch%26rql%3DAny%2520X%2520ORDERBY%2520FTIRANK%2528X%2529%2520DESC%2520WHERE%2520X%2520has_text%2520%2522%255C%2522Andre%252A%2520Breton%255C%2522%252A%2522%252C%2520X%2520is%2520Work%252C%2520X%2520in_category%2520A%252C%2520A%2520eid%25205805%26fname%3Dview%26__fromnavigation%3D1%26__start%3D20%26__stop%3D39&back_rql=Any%20X%20ORDERBY%20FTIRANK%28X%29%20DESC%20WHERE%20X%20has_text%20%22%5C%22Andre%2A%20Breton%5C%22%2A%22%2C%20X%20is%20Work%2C%20X%20in_category%20A%2C%20A%20eid%205805","Centre Pompidou","França",1,27,"André Breton","França","França",,,,
508,"Le Hasard objectif",1959,1959,"Plaque de liège, ficelle et amande dans une boîte vitrée","Assemblage or collage, organic items, Sculpture, Erotism","N","https://www.andrebreton.fr/en/work/56600100822650?back_url=https%3A%2F%2Fwww.andrebreton.fr%2Fen%2Fview%3Fsubvid%3Dtsearch%26rql%3DAny%2520X%2520ORDERBY%2520FTIRANK%2528X%2529%2520DESC%2520WHERE%2520X%2520has_text%2520%2522%255C%2522Andre%252A%2520Breton%255C%2522%252A%2522%252C%2520X%2520is%2520Work%252C%2520X%2520in_category%2520A%252C%2520A%2520eid%25205805%26fname%3Dview&back_rql=Any%20X%20ORDERBY%20FTIRANK%28X%29%20DESC%20WHERE%20X%20has_text%20%22%5C%22Andre%2A%20Breton%5C%22%2A%22%2C%20X%20is%20Work%2C%20X%20in_category%20A%2C%20A%20eid%205805","Centre Pompidou","França",1,27,"André Breton","França","França",,,,
509,"Déchets Bourgeois (s’il n’en reste qu’un, je serai celui-là)",1959,1959,"Déchets et ordures dans caisse en bois, vitre en verre","NA","N","https://www.artbasel.com/catalog/artwork/20329/Arman-D%C3%A9chets-bourgeois","Galerie Georges-Philippe & Nathalie Vallois","EUA",1,14,"Arman","França","EUA",,,,
510,"Portrait Poubelle de Pierre Restany",1959,1960,"Accumulation of various papers from a wastepaper basket in a glass case on black painted wood","NA","N","https://www.lempertz.com/en/catalogues/lot/1144-2/684-arman.html","Galerie Lawrence","França",1,14,"Arman","França","EUA",,,,
511,"Poubelle",1959,1959,"Trä, plast och papper","Sculpture","N","https://sis.modernamuseet.se/en/objects/1298/poubelle?ctx=a09816bc62403a5f70bf0f0bf859ca6f4fc984b6&idx=4","Moderna Museet","Suécia",1,14,"Arman","França","EUA",,,,
512,"Nekonk tanten tank mana",1959,1961,"Polystyrène, bois, altuglas","Oeuvre en 3 dimensions","N","https://www.centrepompidou.fr/fr/ressources/oeuvre/czgAyj","Centre Pompidou","França",1,13,"Bernard Réquichot","França","França",,,,
513,"Sans titre",1959,1959,"Crâne de chien peint monté sur une boite d'alumettes","NA","N","https://www.bernard-requichot.org/oeuvre-category/reliquaires/","Collection Particulière","NA",1,13,"Bernard Réquichot","França","França",,,,
514,"CHILD",1959,1960,"Wax, nylon, cloth, metal, twine, and high chair","Painting and Sculpture","N","https://www.moma.org/collection/works/81511?artist_id=1215&page=1&sov_referrer=artist","MoMA","EUA",1,52,"Bruce Conner","EUA","EUA",,,,
515,"BIRTH OF VENUS",1959,1959,"paper, gold foil, metal tacks, shell, beads, fabric, thread, hair, twine, cherry pit, cigarette butt, glass, metal, plastic, fabric and nylon stocking on Masonite","NA","N","https://hosfeltgallery.com/artists/67-bruce-conner/works/15768-bruce-conner-birth-of-venus-1959/","NA","NA",1,52,"Bruce Conner","EUA","EUA",,,,
516,"THE EGG",1959,1959,"Mixed media assemblage, including fabric, buttons, plastic doll, convex glass with brass frame","Assemblage","N","https://www.inglettgallery.com/exhibitions/103/works/image1764/","NA","NA",1,52,"Bruce Conner","EUA","EUA",,,,
517,"Untitled",1959,1959,"Salmon coloured mesh netting, twine, lace, cardboard and pins on wood box","NA","N","https://www.mayorgallery.com/artists/125-bruce-conner/works/1917-bruce-conner-untitled-1959/","NA","NA",1,52,"Bruce Conner","EUA","EUA",,,,
518,"BEDROOM",1959,1959,"Mixed media assemblage","Mixed media; assemblage","N","https://ocma.art/conner-bruce/bedroom-1959/","Orange County Museum of Art","EUA",1,52,"Bruce Conner","EUA","EUA",,,,
519,"AFTER PEYOTE",1959,1960,"Nylon, book cover, glass, costume jewelry, wristwatch parts, plastic, filmstrips, paper, feathers, eyelash curler, rubber, metal, netting, string, and twine","Sculpture","N","https://www.sfmoma.org/artwork/74.20/","SFMOMA","EUA",1,52,"Bruce Conner","EUA","EUA",,,,
520,"Arachne",1959,1959,"mixed media: nylon stockings, collage, cardboard","Sculpture","N","https://americanart.si.edu/artwork/arachne-74665","Smithsonian American Art Museum","EUA",1,52,"Bruce Conner","EUA","EUA",,,,
521,"Untitled",1959,1960,"mixed media: nylon stockings, newspapers, photographs, nails, wood, costume jewelry, fur, and clothing","Sculpture","N","https://americanart.si.edu/artwork/untitled-5226","Smithsonian American Art Museum","EUA",1,52,"Bruce Conner","EUA","EUA",,,,
522,"CAMERA OBSCURA",1959,1959,"NA","mixed media","N","https://www.nga.gov/collection/art-object-page.61169.html","The National Gallery of Art","EUA",1,52,"Bruce Conner","EUA","EUA",,,,
523,"Sans titre",1959,1959,"cans, paint, sand, fabric and rope","NA","N","https://www.artnet.com/artists/christo/sans-titre-5siUGMrHn4TwVBr71wzdUQ2","NA","NA",1,59,"Christo","Bulgária","EUA",,,,
524,"Sans titre",1959,1964,"Agglomérats de pâte à pain, papier, graines et divers éléments fixés dans un caisson en bois peint, plexiglass","Oeuvre en 3 dimensions","N","https://www.centrepompidou.fr/fr/ressources/oeuvre/gtv2Z4J","Centre Pompidou","França",1,21,"Daniel Spoerri","Suíça","Áustria",,,,
525,"Prose Poems",1959,1960,"NA","NA","N","https://www.tate.org.uk/art/artworks/spoerri-prose-poems-t03382","Tate Museum","Inglaterra",1,21,"Daniel Spoerri","Suíça","Áustria",,,,
526,"Bugged",1959,1959,"NA","Sculpture","N","http://www.davidjacobssculpture.com/work/assemblage-1957-1962/bugged-1959/","Artist's Collection","NA",1,77,"David Jacobs","EUA","VIVO",,,,
527,"Ponytail",1959,1959,"NA","Sculpture","N","http://www.davidjacobssculpture.com/work/assemblage-1957-1962/ponytail-1959/","Artist's Collection","NA",1,77,"David Jacobs","EUA","VIVO",,,,
528,"Shrine",1959,1959,"NA","Sculpture","N","http://www.davidjacobssculpture.com/work/assemblage-1957-1962/shrine-1959/","Artist's Collection","NA",1,77,"David Jacobs","EUA","VIVO",,,,
529,"Ursula",1959,1959,"NA","Sculpture","N","http://www.davidjacobssculpture.com/work/assemblage-1957-1962/ursala-1959/","Artist's Collection","NA",1,77,"David Jacobs","EUA","VIVO",,,,
530,"Monument To The Long Forgotten Pioneers Of Silver City",1959,1959,"NA","Sculpture","N","http://www.davidjacobssculpture.com/work/assemblage-1957-1962/monument-to-the-long-forgotten-pioneers-of-silver-city-1959/","Hewett Collection","NA",1,77,"David Jacobs","EUA","VIVO",,,,
531,"Figure",1959,1959,"NA","Sculpture","N","http://www.davidjacobssculpture.com/work/assemblage-1957-1962/figure-1959/","NA","NA",1,77,"David Jacobs","EUA","VIVO",,,,
532,"On Block",1959,1959,"NA","Sculpture","N","http://www.davidjacobssculpture.com/work/assemblage-1957-1962/on-block-1959/","NA","NA",1,77,"David Jacobs","EUA","VIVO",,,,
533,"Pan With Pans",1959,1959,"NA","Sculpture","N","http://www.davidjacobssculpture.com/work/assemblage-1957-1962/pan-with-pans-1959/","Sebastian Li Collection","NA",1,77,"David Jacobs","EUA","VIVO",,,,
534,"Portrait Of The Hero As A Rusty Old Rake In The Rain",1959,1959,"NA","Sculpture","N","http://www.davidjacobssculpture.com/work/assemblage-1957-1962/portrait-of-the-hero-as-a-rusty-old-rake-in-the-rain-1959/","Sebastian Li Collection","NA",1,77,"David Jacobs","EUA","VIVO",,,,
535,"If You Wish To Dance You Must Pay The Fiddler I’m Just Here To Blow My Horn",1959,1959,"NA","Sculpture","N","http://www.davidjacobssculpture.com/work/assemblage-1957-1962/if-you-wish-to-dance-you-must-pay-the-fiddler-im-just-here-to-blow-my-horn-1959/","Virginia Museum of Art","EUA",1,77,"David Jacobs","EUA","VIVO",,,,
536,"Conversation Piece",1959,1959,"Wood, plywood, metal, mannequin parts, plaster, oil paint, resin, velvet, and imitation leather","3-D Object/Sculpture","N","https://www.menil.org/collection/objects/7177-conversation-piece","Menil","EUA",1,3,"Edward Kienholz","EUA","EUA",,,,
537,"John Doe",1959,1959,"Oil, metallic paint, resin, plaster, and graphite on mannequin parts with wood, metal, plastic, paper, rubber, and stroller","3-D Object/Sculpture","N","https://www.menil.org/collection/objects/3229-john-doe","Menil","EUA",1,3,"Edward Kienholz","EUA","EUA",,,,
538,"Walter Hopps Hopps Hopps",1959,1959,"Alkyd and acrylic paint on hardboard and wood with oil, metal, plastic, animal vertebrae, candy, plaster, leather, pills, glass, printed paper, graphite, colored pencil and ink on paper, mat board, and adhesive tape","3-D Object/Sculpture","N","https://www.menil.org/collection/objects/7248-walter-hopps-hopps-hopps","Menil","EUA",1,3,"Edward Kienholz","EUA","EUA",,,,
539,"Mother Sterling",1959,1959,"mixed media assemblage","ASSEMBLAGE","N","https://www.lalouver.com/html/gallery-history-images/other-resources/Kienholz-before-LACMA-brochure.pdf","NA","NA",1,3,"Edward Kienholz","EUA","EUA",,,,
540,"Pulsating Structuralization",1959,1959,"Styrofoam blocks, wood and motor","Sculpture","N","https://www.moma.org/collection/works/81998?classifications=10&date_begin=Pre-1850&date_end=1961&include_uncataloged_works=false&on_view=false&page=3&recent_acquisitions=false&with_images=true","MoMA","EUA",1,87,"Gianni Colombo","Itália","Itália",,,,
541,"Angry Young Machine",1959,1959,"Pine, plywood, galvanized iron pipe and fittings, faucet handle, cast-lead soldier, aluminum alkyd enamel, and wheels","NA","N","https://www.artic.edu/artworks/48518/angry-young-machine","Art Institute of Chicago","EUA",1,44,"Horace Clifford Westermann","EUA","EUA",,,,
542,"Untitled (""J & C Box"")",1959,1959,"Wood (pine), metals (brass, welding filler, sterling silver, electroplated nickel silver), glass, mirror, wood glue, enamel or glass (?), ink, paper, porcelain, cotton, paint.","Sculpture","N","https://smartcollection.uchicago.edu/objects/10388/untitled-j--c-box?ctx=c59459ddd5c274d3f780b5c503a30bcd73c9efa7&idx=5","Smart Museum of Art","EUA",1,44,"Horace Clifford Westermann","EUA","EUA",,,,
543,"Méta-matic n° 1",1959,1959,"Métal, papier, crayon feutre, moteur","Oeuvre en 3 dimensions | Installation mixte","N","https://www.centrepompidou.fr/fr/ressources/oeuvre/8B27uIo","Centre Pompidou","França",1,15,"Jean Tinguely","Suíça","Suíça",,,,
544,"Méta-Matic nr 17",1959,1959,"Painted iron and wood, paper, ink, fuel engine, latex ballon","Sculpture","N","https://sis.modernamuseet.se/en/objects/4591/metamatic-nr-17?ctx=bd1562b0a43500866c4ab1b532074ef99b88e568&idx=222","Moderna Museet","Suécia",1,15,"Jean Tinguely","Suíça","Suíça",,,,
545,"Méta-Matic nr 8. Méta-Moritz",1959,1959,"Målat järn och trä, tunn kartong, tuschpennor, elmotor","Sculpture","N","https://sis.modernamuseet.se/en/objects/1229/metamatic-nr-8-metamoritz?ctx=4c8aedc3864cff64d2380d8975be6d512aaeb4e1&idx=68","Moderna Museet","Suécia",1,15,"Jean Tinguely","Suíça","Suíça",,,,
546,"Méta-Matic No. 14 ",1959,1959,"Portable sculpture, metal and wood, wires, rubber belts, painted black","NA","N","https://www.tinguely.ch/en/tinguely-collection-conservation/collection.html?period=1954-1960&material=&detail=dc1834f6-0ad4-4349-9423-97a4aed5633a","Museum Tinguely","Suíça",1,15,"Jean Tinguely","Suíça","Suíça",,,,
547,"Méta-Matic No. 6",1959,1959,"Iron tripod, wooden wheels, moulded sheet metal, rubber belts, metal rods, all painted black, electric motor","NA","N","https://www.tinguely.ch/en/tinguely-collection-conservation/collection.html?period=1954-1960&material=&detail=ac19747d-dc9b-411a-9b88-c33b4717cfd9","Museum Tinguely","Suíça",1,15,"Jean Tinguely","Suíça","Suíça",,,,
548,"METAMATIC NO. 10",1959,1959,"NA","Sculpture","N","https://www.stedelijk.nl/en/collection/12623-jean-tinguely-metamatic-no.-10","Stedelijk Museum Amsterdam","Holanda",1,15,"Jean Tinguely","Suíça","Suíça",,,,
549,"Green Suit",1959,1959,"Corduroy suit, corrugated cardboard, wire, and oil paint","NA","N","https://www.artic.edu/artworks/220762/green-suit","Museum of Contemporary Art Chicago","EUA",1,45,"Jim Dine","EUA","VIVO",,,,
550,"Untitled (After Winged Victory)",1959,1959,"Cotton and nylon cloth, enamel, and iron wire","NA","N","https://www.artic.edu/artworks/220763/untitled-after-winged-victory","Museum of Contemporary Art Chicago","EUA",1,45,"Jim Dine","EUA","VIVO",,,,
551,"Figure",1959,1959,"Welded steel and cast iron with brush","Painting and Sculpture","N","https://www.moma.org/collection/works/81325","MoMA","EUA",1,78,"Jim Love","EUA","EUA",,,,
552,"S",1959,1959,"Metal","Sculpture","N","https://hirshhorn.si.edu/collection/artwork/?edanUrl=edanmdm%3Ahmsg_66.872","Hirshhorn Museum and Sculpture Garden","EUA",1,54,"John Chamberlain","EUA","EUA",,,,
553,"Johnny Bird (Primary Title)",1959,1959,"enameled steel","Sculpture","N","https://vmfa.museum/piction/6027262-12954583/","Virginia Museum of Fine Arts","EUA",1,54,"John Chamberlain","EUA","EUA",,,,
554,"Dante and Beatrice",1959,1959,"oil, found books, plaster, wire, wire mesh, cabling, iron, spray gun and metal canisters on burlap on panel","NA","N","https://www.sothebys.com/en/auctions/ecatalogue/2017/latham-lg1703/lot.5001.html","NA","NA",1,60,"John Latham","Inglaterra","Reino Unido",,,,
555,"Single Book as Nature",1959,1959,"book, spray paint and plaster on canvas laid on board","NA","N","https://onlineonly.christies.com/s/modern-british-art-online/john-latham-1921-2006-36/50201","NA","NA",1,60,"John Latham","Inglaterra","Reino Unido",,,,
